val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.0536528825759888,0.5441176295280457,0,4,,,,
,,0,4,1.0613453388214111,0.3933333456516266,,
0.9962754845619202,0.6764705777168274,1,9,,,,
,,1,9,1.0195510387420654,0.6933333277702332,,
0.9219623804092407,0.6764705777168274,2,14,,,,
,,2,14,0.9274100661277771,0.7200000286102295,,
0.8844401240348816,0.6764705777168274,3,19,,,,
,,3,19,0.839011549949646,0.7066666483879089,,
0.9502160549163818,0.6764705777168274,4,24,,,,
,,4,24,0.7384271025657654,0.7200000286102295,,
1.0271341800689697,0.6764705777168274,5,29,,,,
,,5,29,0.7018038630485535,0.7200000286102295,,
1.0002933740615845,0.6764705777168274,6,34,,,,
,,6,34,0.6828392744064331,0.7133333086967468,,
0.947796106338501,0.6764705777168274,7,39,,,,
,,7,39,0.6327112913131714,0.7266666889190674,,
0.9560210108757019,0.6764705777168274,8,44,,,,
,,8,44,0.5940741300582886,0.7266666889190674,,
,,9,49,,,0.5544618368148804,0.7666666507720947
1.0395662784576416,0.6764705777168274,9,49,,,,
,,9,49,0.5510401129722595,0.7266666889190674,,
1.0967826843261719,0.6764705777168274,10,54,,,,
,,10,54,0.49755793809890747,0.7333333492279053,,
1.0662622451782227,0.6764705777168274,11,59,,,,
,,11,59,0.42101460695266724,0.8066666722297668,,
1.1589269638061523,0.720588207244873,12,64,,,,
,,12,64,0.38307255506515503,0.8399999737739563,,
1.3003534078598022,0.75,13,69,,,,
,,13,69,0.33111512660980225,0.8266666531562805,,
1.2808412313461304,0.7352941036224365,14,74,,,,
,,14,74,0.26429513096809387,0.8799999952316284,,
1.4796631336212158,0.75,15,79,,,,
,,15,79,0.21656404435634613,0.8933333158493042,,
1.616618037223816,0.720588207244873,16,84,,,,
,,16,84,0.1650056093931198,0.9333333373069763,,
1.773831844329834,0.720588207244873,17,89,,,,
,,17,89,0.12823697924613953,0.9599999785423279,,
2.1459903717041016,0.720588207244873,18,94,,,,
,,18,94,0.10141356289386749,0.9866666793823242,,
,,19,99,,,0.05176054686307907,1.0
2.4855220317840576,0.75,19,99,,,,
,,19,99,0.06891139596700668,0.9866666793823242,,
