val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.0338091850280762,0.6764705777168274,0,3,,,,
,,0,3,1.0354081392288208,0.71875,,
1.006665825843811,0.6764705777168274,1,7,,,,
,,1,7,1.0118560791015625,0.71875,,
0.9638703465461731,0.6764705777168274,2,11,,,,
,,2,11,0.9470893144607544,0.765625,,
0.9293251633644104,0.6764705777168274,3,15,,,,
,,3,15,0.8736386299133301,0.7265625,,
0.9423089027404785,0.6764705777168274,4,19,,,,
,,4,19,0.7993089556694031,0.71875,,
1.0328943729400635,0.6764705777168274,5,23,,,,
,,5,23,0.7220422029495239,0.7265625,,
1.126362919807434,0.6764705777168274,6,27,,,,
,,6,27,0.7098550796508789,0.71875,,
1.0833945274353027,0.6764705777168274,7,31,,,,
,,7,31,0.7242327332496643,0.7265625,,
1.030033826828003,0.6764705777168274,8,35,,,,
,,8,35,0.669662594795227,0.7109375,,
0.9984009861946106,0.6764705777168274,9,39,,,,
,,9,39,0.5962470769882202,0.7265625,,
0.9881834387779236,0.6764705777168274,10,43,,,,
,,10,43,0.6184621453285217,0.7109375,,
1.0633999109268188,0.6764705777168274,11,47,,,,
,,11,47,0.5083476305007935,0.7578125,,
,,12,49,,,0.520163357257843,0.78125
1.123090147972107,0.6764705777168274,12,51,,,,
,,12,51,0.5288015604019165,0.75,,
1.0746129751205444,0.7058823704719543,13,55,,,,
,,13,55,0.46776917576789856,0.796875,,
1.135336995124817,0.720588207244873,14,59,,,,
,,14,59,0.38541433215141296,0.828125,,
1.2253196239471436,0.75,15,63,,,,
,,15,63,0.36426883935928345,0.8359375,,
1.300024390220642,0.7352941036224365,16,67,,,,
,,16,67,0.2923951745033264,0.875,,
1.4417129755020142,0.7352941036224365,17,71,,,,
,,17,71,0.22713014483451843,0.890625,,
1.5438858270645142,0.7058823704719543,18,75,,,,
,,18,75,0.21440738439559937,0.890625,,
1.7033921480178833,0.720588207244873,19,79,,,,
,,19,79,0.15649889409542084,0.9453125,,
