val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0252346992492676,0.5735294222831726,0,4,,,,,,
,,0,4,1.0689876079559326,0.36666667461395264,,,,
0.9748390316963196,0.6764705777168274,1,9,,,,,,
,,1,9,0.9849116802215576,0.6066666841506958,,,,
0.9412713050842285,0.6764705777168274,2,14,,,,,,
,,2,14,0.9188790917396545,0.7200000286102295,,,,
0.9210720658302307,0.6617646813392639,3,19,,,,,,
,,3,19,0.8891311883926392,0.7200000286102295,,,,
0.9072686433792114,0.6764705777168274,4,24,,,,,,
,,4,24,0.8384422659873962,0.7266666889190674,,,,
0.8990061283111572,0.6764705777168274,5,29,,,,,,
,,5,29,0.8140013813972473,0.7333333492279053,,,,
0.8946604132652283,0.6764705777168274,6,34,,,,,,
,,6,34,0.7944923639297485,0.7266666889190674,,,,
0.8925739526748657,0.6764705777168274,7,39,,,,,,
,,7,39,0.7940933108329773,0.7200000286102295,,,,
0.8919415473937988,0.6764705777168274,8,44,,,,,,
,,8,44,0.7800896763801575,0.7066666483879089,,,,
,,9,49,,,0.7978993058204651,0.699999988079071,,
0.8923097252845764,0.6764705777168274,9,49,,,,,,
,,9,49,0.7690611481666565,0.7200000286102295,,,,
0.8931285738945007,0.6764705777168274,10,54,,,,,,
,,10,54,0.7687992453575134,0.7066666483879089,,,,
0.8943151831626892,0.6764705777168274,11,59,,,,,,
,,11,59,0.746609628200531,0.7266666889190674,,,,
0.8958642482757568,0.6764705777168274,12,64,,,,,,
,,12,64,0.7455723881721497,0.7200000286102295,,,,
0.897903561592102,0.6764705777168274,13,69,,,,,,
,,13,69,0.7273085713386536,0.7333333492279053,,,,
0.8997483849525452,0.6764705777168274,14,74,,,,,,
,,14,74,0.7238366007804871,0.7200000286102295,,,,
0.9012494683265686,0.6764705777168274,15,79,,,,,,
,,15,79,0.7282668948173523,0.7133333086967468,,,,
0.902915894985199,0.6764705777168274,16,84,,,,,,
,,16,84,0.7159609794616699,0.7200000286102295,,,,
0.9048614501953125,0.6764705777168274,17,89,,,,,,
,,17,89,0.7137831449508667,0.7266666889190674,,,,
0.9058648347854614,0.6764705777168274,18,94,,,,,,
,,18,94,0.7245320677757263,0.7133333086967468,,,,
,,19,99,,,0.8082507252693176,0.6666666865348816,,
0.9071218371391296,0.6764705777168274,19,99,,,,,,
,,19,99,0.7168546319007874,0.7133333086967468,,,,
,,20,100,,,,,0.8016374707221985,0.7010309100151062
