val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.0858790874481201,0.30882352590560913,0,4,,,,
,,0,4,1.1030926704406738,0.2933333218097687,,
1.0154485702514648,0.5,1,9,,,,
,,1,9,1.0434544086456299,0.5,,
0.9469335079193115,0.6617646813392639,2,14,,,,
,,2,14,0.9260380268096924,0.6800000071525574,,
0.944686233997345,0.6764705777168274,3,19,,,,
,,3,19,0.819807767868042,0.6933333277702332,,
1.0355026721954346,0.6764705777168274,4,24,,,,
,,4,24,0.7137376666069031,0.7333333492279053,,
1.1025543212890625,0.6764705777168274,5,29,,,,
,,5,29,0.6860418319702148,0.7266666889190674,,
1.0795680284500122,0.6764705777168274,6,34,,,,
,,6,34,0.661174476146698,0.7200000286102295,,
1.0439008474349976,0.6764705777168274,7,39,,,,
,,7,39,0.6066234707832336,0.7266666889190674,,
1.0442737340927124,0.6764705777168274,8,44,,,,
,,8,44,0.5708733797073364,0.7333333492279053,,
,,9,49,,,0.47417622804641724,0.6666666865348816
1.0830681324005127,0.6764705777168274,9,49,,,,
,,9,49,0.5138428211212158,0.7733333110809326,,
1.1097522974014282,0.6911764740943909,10,54,,,,
,,10,54,0.46973806619644165,0.7933333516120911,,
1.1786149740219116,0.6911764740943909,11,59,,,,
,,11,59,0.4235227406024933,0.8133333325386047,,
1.1798304319381714,0.75,12,64,,,,
,,12,64,0.3726751208305359,0.8333333134651184,,
1.210839867591858,0.75,13,69,,,,
,,13,69,0.3108305335044861,0.8733333349227905,,
1.320259928703308,0.7352941036224365,14,74,,,,
,,14,74,0.28109365701675415,0.8733333349227905,,
1.4374510049819946,0.720588207244873,15,79,,,,
,,15,79,0.23638296127319336,0.8933333158493042,,
1.5625425577163696,0.720588207244873,16,84,,,,
,,16,84,0.21265901625156403,0.8933333158493042,,
1.70723557472229,0.720588207244873,17,89,,,,
,,17,89,0.18187874555587769,0.9200000166893005,,
1.8071876764297485,0.7352941036224365,18,94,,,,
,,18,94,0.1573144942522049,0.9133333563804626,,
,,19,99,,,0.107538603246212,0.9666666388511658
1.943934679031372,0.7352941036224365,19,99,,,,
,,19,99,0.13139910995960236,0.95333331823349,,
