val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0537443161010742,0.5882353186607361,0,2,,,,,,
,,0,2,1.074967384338379,0.40666666626930237,,,,
1.0289629697799683,0.6764705777168274,1,5,,,,,,
,,1,5,1.0433193445205688,0.6800000071525574,,,,
1.0061503648757935,0.6764705777168274,2,8,,,,,,
,,2,8,1.0121010541915894,0.7200000286102295,,,,
0.9858263731002808,0.6764705777168274,3,11,,,,,,
,,3,11,0.9856905937194824,0.7333333492279053,,,,
0.9675921201705933,0.6764705777168274,4,14,,,,,,
,,4,14,0.9598210453987122,0.7266666889190674,,,,
0.9517045617103577,0.6764705777168274,5,17,,,,,,
,,5,17,0.938748300075531,0.7200000286102295,,,,
0.9377983212471008,0.6764705777168274,6,20,,,,,,
,,6,20,0.921826183795929,0.7133333086967468,,,,
0.9253993034362793,0.6764705777168274,7,23,,,,,,
,,7,23,0.9034979343414307,0.7133333086967468,,,,
0.9147480130195618,0.6764705777168274,8,26,,,,,,
,,8,26,0.8903403878211975,0.7133333086967468,,,,
0.905380368232727,0.6764705777168274,9,29,,,,,,
,,9,29,0.8732960820198059,0.7066666483879089,,,,
0.8969693183898926,0.6764705777168274,10,32,,,,,,
,,10,32,0.8520823121070862,0.7200000286102295,,,,
0.8898230195045471,0.6764705777168274,11,35,,,,,,
,,11,35,0.8454616069793701,0.7200000286102295,,,,
0.8840766549110413,0.6764705777168274,12,38,,,,,,
,,12,38,0.841086745262146,0.7066666483879089,,,,
0.8787984848022461,0.6764705777168274,13,41,,,,,,
,,13,41,0.818393886089325,0.7200000286102295,,,,
0.8743270635604858,0.6764705777168274,14,44,,,,,,
,,14,44,0.8003237843513489,0.7333333492279053,,,,
0.870847225189209,0.6764705777168274,15,47,,,,,,
,,15,47,0.8002833724021912,0.7200000286102295,,,,
,,16,49,,,0.7775958180427551,0.7400000095367432,,
0.8680680394172668,0.6764705777168274,16,50,,,,,,
,,16,50,0.7916008234024048,0.7200000286102295,,,,
0.8658615946769714,0.6764705777168274,17,53,,,,,,
,,17,53,0.7874407172203064,0.7200000286102295,,,,
0.8641983270645142,0.6764705777168274,18,56,,,,,,
,,18,56,0.7757977247238159,0.7200000286102295,,,,
0.8630292415618896,0.6764705777168274,19,59,,,,,,
,,19,59,0.7664064764976501,0.7200000286102295,,,,
,,20,60,,,,,0.8148981332778931,0.7010309100151062
