val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.116701364517212,0.23529411852359772,0,4,,,,
,,0,4,1.141753077507019,0.1666666716337204,,
1.073560118675232,0.47058823704719543,1,9,,,,
,,1,9,1.1063053607940674,0.25999999046325684,,
1.0122584104537964,0.5588235259056091,2,14,,,,
,,2,14,1.0413544178009033,0.6133333444595337,,
0.9465882778167725,0.6764705777168274,3,19,,,,
,,3,19,0.9519580006599426,0.6933333277702332,,
0.9169268012046814,0.6764705777168274,4,24,,,,
,,4,24,0.8427738547325134,0.7200000286102295,,
0.9712021946907043,0.6764705777168274,5,29,,,,
,,5,29,0.7643149495124817,0.7200000286102295,,
1.0343446731567383,0.6764705777168274,6,34,,,,
,,6,34,0.7235386371612549,0.7133333086967468,,
1.0350799560546875,0.6764705777168274,7,39,,,,
,,7,39,0.6760636568069458,0.7266666889190674,,
1.0281325578689575,0.6764705777168274,8,44,,,,
,,8,44,0.6275901794433594,0.7333333492279053,,
,,9,49,,,0.49189260601997375,0.800000011920929
1.0127736330032349,0.6764705777168274,9,49,,,,
,,9,49,0.6087564826011658,0.7200000286102295,,
1.039147973060608,0.6764705777168274,10,54,,,,
,,10,54,0.5728170871734619,0.7200000286102295,,
1.0671061277389526,0.6764705777168274,11,59,,,,
,,11,59,0.5302673578262329,0.7200000286102295,,
1.0561001300811768,0.720588207244873,12,64,,,,
,,12,64,0.48547348380088806,0.7599999904632568,,
1.1294678449630737,0.7352941036224365,13,69,,,,
,,13,69,0.43690887093544006,0.8133333325386047,,
1.1803381443023682,0.7352941036224365,14,74,,,,
,,14,74,0.3635390102863312,0.8600000143051147,,
1.2554311752319336,0.75,15,79,,,,
,,15,79,0.33890581130981445,0.8600000143051147,,
1.333338737487793,0.7352941036224365,16,84,,,,
,,16,84,0.2818462550640106,0.8866666555404663,,
1.5123413801193237,0.7352941036224365,17,89,,,,
,,17,89,0.2636691927909851,0.8866666555404663,,
1.5879453420639038,0.7058823704719543,18,94,,,,
,,18,94,0.2160605937242508,0.8999999761581421,,
,,19,99,,,0.1815359741449356,0.9333333373069763
1.7622324228286743,0.7058823704719543,19,99,,,,
,,19,99,0.1972573846578598,0.8999999761581421,,
