val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
0.9660115838050842,0.6764705777168274,0,8,,,,
,,0,8,1.0375545024871826,0.5486111044883728,,
0.9257639646530151,0.6764705777168274,1,17,,,,
,,1,17,0.811085045337677,0.7222222089767456,,
1.0459184646606445,0.6764705777168274,2,26,,,,
,,2,26,0.6573401689529419,0.7361111044883728,,
0.9873899817466736,0.6764705777168274,3,35,,,,
,,3,35,0.6695401072502136,0.7152777910232544,,
1.0188391208648682,0.6764705777168274,4,44,,,,
,,4,44,0.5900022983551025,0.75,,
,,5,49,,,0.4409719705581665,0.875
0.9819025993347168,0.7352941036224365,5,53,,,,
,,5,53,0.5163286924362183,0.7847222089767456,,
1.1021217107772827,0.75,6,62,,,,
,,6,62,0.43970924615859985,0.8194444179534912,,
1.1487025022506714,0.7352941036224365,7,71,,,,
,,7,71,0.311777263879776,0.8611111044883728,,
1.3257296085357666,0.7058823704719543,8,80,,,,
,,8,80,0.2773960828781128,0.8819444179534912,,
1.558192491531372,0.7058823704719543,9,89,,,,
,,9,89,0.21048301458358765,0.9236111044883728,,
1.7976853847503662,0.6911764740943909,10,98,,,,
,,10,98,0.1662161946296692,0.9444444179534912,,
,,11,99,,,0.17780962586402893,0.875
2.2660884857177734,0.720588207244873,11,107,,,,
,,11,107,0.14184418320655823,0.9583333134651184,,
2.408588171005249,0.6911764740943909,12,116,,,,
,,12,116,0.12991520762443542,0.9513888955116272,,
3.3136346340179443,0.7352941036224365,13,125,,,,
,,13,125,0.10241428017616272,0.9583333134651184,,
3.2308096885681152,0.6029411554336548,14,134,,,,
,,14,134,0.11748789250850677,0.9513888955116272,,
3.684929609298706,0.6617646813392639,15,143,,,,
,,15,143,0.07149384915828705,0.9930555820465088,,
,,16,149,,,0.054588500410318375,1.0
3.5030574798583984,0.6764705777168274,16,152,,,,
,,16,152,0.07683128118515015,0.9861111044883728,,
4.156195640563965,0.6617646813392639,17,161,,,,
,,17,161,0.056289806962013245,0.9930555820465088,,
4.138633728027344,0.6323529481887817,18,170,,,,
,,18,170,0.09989532828330994,0.9861111044883728,,
4.296401500701904,0.6764705777168274,19,179,,,,
,,19,179,0.05401815101504326,0.9861111044883728,,
