val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0149025917053223,0.6764705777168274,0,6,,,,,,
,,0,6,1.0077546834945679,0.7428571581840515,,,,
0.9919580817222595,0.6764705777168274,1,13,,,,,,
,,1,13,0.9847159385681152,0.7071428298950195,,,,
0.96971195936203,0.6764705777168274,2,20,,,,,,
,,2,20,0.9520851969718933,0.7214285731315613,,,,
0.9497377872467041,0.6764705777168274,3,27,,,,,,
,,3,27,0.9228368401527405,0.7214285731315613,,,,
0.9330258369445801,0.6764705777168274,4,34,,,,,,
,,4,34,0.9120556116104126,0.699999988079071,,,,
0.9160902500152588,0.6764705777168274,5,41,,,,,,
,,5,41,0.8732520341873169,0.7285714149475098,,,,
0.902510404586792,0.6764705777168274,6,48,,,,,,
,,6,48,0.8616811633110046,0.7142857313156128,,,,
,,7,49,,,0.7294520735740662,0.8999999761581421,,
0.8906288146972656,0.6764705777168274,7,55,,,,,,
,,7,55,0.8352066278457642,0.7142857313156128,,,,
0.8812004327774048,0.6764705777168274,8,62,,,,,,
,,8,62,0.8244585394859314,0.7142857313156128,,,,
0.8733401298522949,0.6764705777168274,9,69,,,,,,
,,9,69,0.7979462146759033,0.7214285731315613,,,,
0.8679925203323364,0.6764705777168274,10,76,,,,,,
,,10,76,0.7966788411140442,0.7071428298950195,,,,
0.8641325831413269,0.6764705777168274,11,83,,,,,,
,,11,83,0.7708380818367004,0.7214285731315613,,,,
0.8617633581161499,0.6764705777168274,12,90,,,,,,
,,12,90,0.7660118937492371,0.7214285731315613,,,,
0.8604219555854797,0.6764705777168274,13,97,,,,,,
,,13,97,0.7509450912475586,0.7285714149475098,,,,
,,14,99,,,0.6121898889541626,0.8500000238418579,,
0.8602867126464844,0.6764705777168274,14,104,,,,,,
,,14,104,0.7375955581665039,0.7285714149475098,,,,
0.860846996307373,0.6764705777168274,15,111,,,,,,
,,15,111,0.7572134733200073,0.7071428298950195,,,,
0.8619686961174011,0.6764705777168274,16,118,,,,,,
,,16,118,0.7344995141029358,0.7214285731315613,,,,
0.8632996678352356,0.6764705777168274,17,125,,,,,,
,,17,125,0.7301397919654846,0.7285714149475098,,,,
0.8646948337554932,0.6764705777168274,18,132,,,,,,
,,18,132,0.7422196269035339,0.7142857313156128,,,,
0.8668584227561951,0.6764705777168274,19,139,,,,,,
,,19,139,0.7093172073364258,0.7285714149475098,,,,
,,20,140,,,,,0.793804943561554,0.7010309100151062
