val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.0121208429336548,0.6911764740943909,0,3,,,,
,,0,3,1.0258435010910034,0.640625,,
0.9875261783599854,0.6764705777168274,1,7,,,,
,,1,7,0.9949899911880493,0.6796875,,
0.9537088871002197,0.6764705777168274,2,11,,,,
,,2,11,0.9613465666770935,0.703125,,
0.9154835939407349,0.6764705777168274,3,15,,,,
,,3,15,0.9073947668075562,0.7265625,,
0.8808192610740662,0.6764705777168274,4,19,,,,
,,4,19,0.818067193031311,0.7421875,,
0.8721825480461121,0.6764705777168274,5,23,,,,
,,5,23,0.7809761166572571,0.7109375,,
0.9035061001777649,0.6764705777168274,6,27,,,,
,,6,27,0.7566690444946289,0.703125,,
0.9535698890686035,0.6764705777168274,7,31,,,,
,,7,31,0.7313278317451477,0.71875,,
0.9778879880905151,0.6764705777168274,8,35,,,,
,,8,35,0.6619341373443604,0.7421875,,
0.9820460081100464,0.6764705777168274,9,39,,,,
,,9,39,0.608189582824707,0.734375,,
0.9715530276298523,0.6764705777168274,10,43,,,,
,,10,43,0.6182038187980652,0.7578125,,
0.9546788334846497,0.6764705777168274,11,47,,,,
,,11,47,0.6135725975036621,0.7421875,,
,,12,49,,,0.646515965461731,0.65625
0.9460186958312988,0.6764705777168274,12,51,,,,
,,12,51,0.6142458319664001,0.71875,,
0.9646105170249939,0.6764705777168274,13,55,,,,
,,13,55,0.5727354288101196,0.7265625,,
0.9792439937591553,0.6764705777168274,14,59,,,,
,,14,59,0.5594966411590576,0.71875,,
0.988271176815033,0.6764705777168274,15,63,,,,
,,15,63,0.5110313892364502,0.7421875,,
1.020890235900879,0.6911764740943909,16,67,,,,
,,16,67,0.5391979813575745,0.71875,,
1.0239146947860718,0.7058823704719543,17,71,,,,
,,17,71,0.4605356454849243,0.796875,,
1.0725196599960327,0.7058823704719543,18,75,,,,
,,18,75,0.42219972610473633,0.8359375,,
1.2069196701049805,0.720588207244873,19,79,,,,
,,19,79,0.38419127464294434,0.8515625,,
