val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.1131607294082642,0.36764705181121826,0,4,,,,
,,0,4,1.138171911239624,0.2266666740179062,,
1.0953376293182373,0.4852941036224365,1,9,,,,
,,1,9,1.1139386892318726,0.3933333456516266,,
1.075269341468811,0.6176470518112183,2,14,,,,
,,2,14,1.0898947715759277,0.5266666412353516,,
1.057889699935913,0.6764705777168274,3,19,,,,
,,3,19,1.0662740468978882,0.6600000262260437,,
1.0391403436660767,0.6764705777168274,4,24,,,,
,,4,24,1.0432871580123901,0.7133333086967468,,
1.014215350151062,0.6764705777168274,5,29,,,,
,,5,29,1.0192785263061523,0.7200000286102295,,
0.9791000485420227,0.6764705777168274,6,34,,,,
,,6,34,0.985094428062439,0.7133333086967468,,
0.9371951818466187,0.6764705777168274,7,39,,,,
,,7,39,0.9232000708580017,0.7266666889190674,,
0.9018239378929138,0.6764705777168274,8,44,,,,
,,8,44,0.855808436870575,0.7266666889190674,,
,,9,49,,,0.6735736131668091,0.8333333134651184
0.9026569128036499,0.6764705777168274,9,49,,,,
,,9,49,0.7720924615859985,0.7266666889190674,,
0.9517209529876709,0.6764705777168274,10,54,,,,
,,10,54,0.7178171873092651,0.7200000286102295,,
0.9930518865585327,0.6764705777168274,11,59,,,,
,,11,59,0.6794272065162659,0.7266666889190674,,
1.0061521530151367,0.6764705777168274,12,64,,,,
,,12,64,0.6932290196418762,0.7133333086967468,,
0.9844889640808105,0.6764705777168274,13,69,,,,
,,13,69,0.660757839679718,0.7266666889190674,,
0.9591367244720459,0.6764705777168274,14,74,,,,
,,14,74,0.6211025714874268,0.7266666889190674,,
0.954373836517334,0.6764705777168274,15,79,,,,
,,15,79,0.6062254309654236,0.7266666889190674,,
0.9741899967193604,0.6764705777168274,16,84,,,,
,,16,84,0.6002204418182373,0.7266666889190674,,
0.9705830812454224,0.6764705777168274,17,89,,,,
,,17,89,0.5873859524726868,0.7066666483879089,,
0.9898418188095093,0.6764705777168274,18,94,,,,
,,18,94,0.5269366502761841,0.7400000095367432,,
,,19,99,,,0.32679876685142517,0.8666666746139526
1.0028884410858154,0.6911764740943909,19,99,,,,
,,19,99,0.5152143836021423,0.746666669845581,,
