val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0796575546264648,0.6764705777168274,0,6,,,,,,
,,0,6,0.8083580732345581,0.6142857074737549,,,,
1.16439688205719,0.6764705777168274,1,13,,,,,,
,,1,13,0.633208692073822,0.7357142567634583,,,,
1.0498747825622559,0.720588207244873,2,20,,,,,,
,,2,20,0.48127636313438416,0.7571428418159485,,,,
1.5645382404327393,0.75,3,27,,,,,,
,,3,27,0.34917140007019043,0.8714285492897034,,,,
1.6037184000015259,0.7058823704719543,4,34,,,,,,
,,4,34,0.25753483176231384,0.8785714507102966,,,,
2.387019634246826,0.75,5,41,,,,,,
,,5,41,0.1476324051618576,0.9357143044471741,,,,
2.802949905395508,0.7352941036224365,6,48,,,,,,
,,6,48,0.10525799542665482,0.9714285731315613,,,,
,,7,49,,,0.046892303973436356,1.0,,
3.792393445968628,0.7058823704719543,7,55,,,,,,
,,7,55,0.07131444662809372,0.9785714149475098,,,,
4.777144908905029,0.6911764740943909,8,62,,,,,,
,,8,62,0.07986743003129959,0.9857142567634583,,,,
5.119812965393066,0.720588207244873,9,69,,,,,,
,,9,69,0.07878028601408005,0.9642857313156128,,,,
5.193078517913818,0.7058823704719543,10,76,,,,,,
,,10,76,0.110924132168293,0.9571428298950195,,,,
4.239633083343506,0.6029411554336548,11,83,,,,,,
,,11,83,0.12668807804584503,0.9714285731315613,,,,
4.698195934295654,0.6470588445663452,12,90,,,,,,
,,12,90,0.016164714470505714,1.0,,,,
5.1677069664001465,0.6617646813392639,13,97,,,,,,
,,13,97,0.013223937712609768,1.0,,,,
,,14,99,,,0.007963849231600761,1.0,,
4.9406609535217285,0.6617646813392639,14,104,,,,,,
,,14,104,0.014369603246450424,0.9928571581840515,,,,
4.954563140869141,0.6323529481887817,15,111,,,,,,
,,15,111,0.005864112172275782,1.0,,,,
5.048112392425537,0.6470588445663452,16,118,,,,,,
,,16,118,0.0037383497692644596,1.0,,,,
5.147159576416016,0.6470588445663452,17,125,,,,,,
,,17,125,0.0020841145887970924,1.0,,,,
5.243191719055176,0.6470588445663452,18,132,,,,,,
,,18,132,0.0019056941382586956,1.0,,,,
5.387650012969971,0.6470588445663452,19,139,,,,,,
,,19,139,0.0016567728016525507,1.0,,,,
,,20,140,,,,,3.8213324546813965,0.6597937941551208
