val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
0.9781851172447205,0.6323529481887817,0,4,,,,
,,0,4,1.0798574686050415,0.4466666579246521,,
0.9293748736381531,0.6470588445663452,1,9,,,,
,,1,9,0.965120255947113,0.6333333253860474,,
0.8960697054862976,0.6911764740943909,2,14,,,,
,,2,14,0.8711047172546387,0.7200000286102295,,
0.9050052762031555,0.6764705777168274,3,19,,,,
,,3,19,0.7821435332298279,0.746666669845581,,
0.9391665458679199,0.6764705777168274,4,24,,,,
,,4,24,0.7424061894416809,0.7266666889190674,,
0.975119411945343,0.6764705777168274,5,29,,,,
,,5,29,0.7057273983955383,0.7200000286102295,,
0.9963080286979675,0.6764705777168274,6,34,,,,
,,6,34,0.6778135299682617,0.7200000286102295,,
1.0007820129394531,0.6764705777168274,7,39,,,,
,,7,39,0.6485887765884399,0.7200000286102295,,
0.9936869144439697,0.6764705777168274,8,44,,,,
,,8,44,0.6062781810760498,0.7266666889190674,,
,,9,49,,,0.5602186322212219,0.699999988079071
0.9875903129577637,0.7058823704719543,9,49,,,,
,,9,49,0.6069885492324829,0.7200000286102295,,
