val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0169532299041748,0.6764705777168274,0,4,,,,,,
,,0,4,1.0408427715301514,0.6600000262260437,,,,
0.9140546917915344,0.6764705777168274,1,9,,,,,,
,,1,9,0.9545315504074097,0.7200000286102295,,,,
0.8973766565322876,0.6764705777168274,2,14,,,,,,
,,2,14,0.7946482300758362,0.7200000286102295,,,,
1.0149704217910767,0.6764705777168274,3,19,,,,,,
,,3,19,0.725758969783783,0.7133333086967468,,,,
1.0318750143051147,0.6764705777168274,4,24,,,,,,
,,4,24,0.6806615591049194,0.7333333492279053,,,,
0.9934893250465393,0.6764705777168274,5,29,,,,,,
,,5,29,0.6615161299705505,0.7133333086967468,,,,
0.9998480677604675,0.6764705777168274,6,34,,,,,,
,,6,34,0.5641756653785706,0.7400000095367432,,,,
1.0583372116088867,0.6764705777168274,7,39,,,,,,
,,7,39,0.5301619172096252,0.7266666889190674,,,,
1.0709789991378784,0.6911764740943909,8,44,,,,,,
,,8,44,0.4434050917625427,0.7733333110809326,,,,
,,9,49,,,0.2915419936180115,0.9666666388511658,,
1.1169883012771606,0.75,9,49,,,,,,
,,9,49,0.3965432345867157,0.8399999737739563,,,,
1.272094964981079,0.7647058963775635,10,54,,,,,,
,,10,54,0.31721553206443787,0.8799999952316284,,,,
1.3724547624588013,0.7647058963775635,11,59,,,,,,
,,11,59,0.25321176648139954,0.8933333158493042,,,,
1.5393078327178955,0.7352941036224365,12,64,,,,,,
,,12,64,0.1978999376296997,0.8999999761581421,,,,
1.78524911403656,0.75,13,69,,,,,,
,,13,69,0.16157576441764832,0.9399999976158142,,,,
2.2597970962524414,0.75,14,74,,,,,,
,,14,74,0.11500218510627747,0.9599999785423279,,,,
2.426976442337036,0.7647058963775635,15,79,,,,,,
,,15,79,0.08833253383636475,0.9800000190734863,,,,
2.5661792755126953,0.7352941036224365,16,84,,,,,,
,,16,84,0.061128366738557816,0.9866666793823242,,,,
3.051908493041992,0.7647058963775635,17,89,,,,,,
,,17,89,0.040757860988378525,0.9933333396911621,,,,
3.4784793853759766,0.7647058963775635,18,94,,,,,,
,,18,94,0.030985787510871887,0.9933333396911621,,,,
,,19,99,,,0.020012302324175835,1.0,,
3.6677873134613037,0.75,19,99,,,,,,
,,19,99,0.017706749960780144,1.0,,,,
,,20,100,,,,,2.0814058780670166,0.7010309100151062
