val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.101355791091919,0.29411765933036804,0,4,,,,,,
,,0,4,1.122226357460022,0.20000000298023224,,,,
1.0504244565963745,0.5147058963775635,1,9,,,,,,
,,1,9,1.0627752542495728,0.4333333373069763,,,,
1.0089929103851318,0.6323529481887817,2,14,,,,,,
,,2,14,1.0115972757339478,0.6066666841506958,,,,
0.9768099188804626,0.6470588445663452,3,19,,,,,,
,,3,19,0.9678452610969543,0.6666666865348816,,,,
0.9520360231399536,0.6764705777168274,4,24,,,,,,
,,4,24,0.9306824803352356,0.7066666483879089,,,,
0.9324676394462585,0.6764705777168274,5,29,,,,,,
,,5,29,0.8964593410491943,0.7133333086967468,,,,
0.9175996780395508,0.6764705777168274,6,34,,,,,,
,,6,34,0.8718405961990356,0.7133333086967468,,,,
0.9066146612167358,0.6764705777168274,7,39,,,,,,
,,7,39,0.8549663424491882,0.7066666483879089,,,,
0.8984541893005371,0.6764705777168274,8,44,,,,,,
,,8,44,0.8225349187850952,0.7200000286102295,,,,
,,9,49,,,0.7303368449211121,0.7666666507720947,,
0.8932889103889465,0.6764705777168274,9,49,,,,,,
,,9,49,0.8159210085868835,0.7066666483879089,,,,
0.8896429538726807,0.6764705777168274,10,54,,,,,,
,,10,54,0.8001513481140137,0.7133333086967468,,,,
0.8879781365394592,0.6764705777168274,11,59,,,,,,
,,11,59,0.7769766449928284,0.7200000286102295,,,,
0.8876286745071411,0.6764705777168274,12,64,,,,,,
,,12,64,0.7590707540512085,0.7266666889190674,,,,
0.8882817625999451,0.6764705777168274,13,69,,,,,,
,,13,69,0.7434831857681274,0.7333333492279053,,,,
0.8894422054290771,0.6764705777168274,14,74,,,,,,
,,14,74,0.766447126865387,0.7133333086967468,,,,
0.8913009762763977,0.6764705777168274,15,79,,,,,,
,,15,79,0.732822597026825,0.7266666889190674,,,,
0.8930296301841736,0.6764705777168274,16,84,,,,,,
,,16,84,0.7440966963768005,0.7133333086967468,,,,
0.8952012658119202,0.6764705777168274,17,89,,,,,,
,,17,89,0.7348493337631226,0.7200000286102295,,,,
0.8973835110664368,0.6764705777168274,18,94,,,,,,
,,18,94,0.7272347211837769,0.7266666889190674,,,,
,,19,99,,,0.7150086760520935,0.7333333492279053,,
0.8997240662574768,0.6764705777168274,19,99,,,,,,
,,19,99,0.729946494102478,0.7200000286102295,,,,
,,20,100,,,,,0.8268177509307861,0.7010309100151062
