val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.0289433002471924,0.6617646813392639,0,2,,,,
,,0,2,1.035401701927185,0.6333333253860474,,
1.0092175006866455,0.6764705777168274,1,5,,,,
,,1,5,1.0165050029754639,0.7200000286102295,,
0.9731648564338684,0.6764705777168274,2,8,,,,
,,2,8,0.9826008081436157,0.7266666889190674,,
0.9310803413391113,0.6764705777168274,3,11,,,,
,,3,11,0.9298860430717468,0.7133333086967468,,
0.8966161012649536,0.6764705777168274,4,14,,,,
,,4,14,0.8661303520202637,0.7200000286102295,,
0.8854612112045288,0.6764705777168274,5,17,,,,
,,5,17,0.8034353852272034,0.7133333086967468,,
0.9111882448196411,0.6764705777168274,6,20,,,,
,,6,20,0.7387270927429199,0.7333333492279053,,
0.9636619687080383,0.6764705777168274,7,23,,,,
,,7,23,0.7182387113571167,0.7133333086967468,,
1.0149296522140503,0.6764705777168274,8,26,,,,
,,8,26,0.7198023796081543,0.7133333086967468,,
1.0289936065673828,0.6764705777168274,9,29,,,,
,,9,29,0.679212749004364,0.7266666889190674,,
1.0190496444702148,0.6764705777168274,10,32,,,,
,,10,32,0.6691069602966309,0.7266666889190674,,
0.9889426231384277,0.6764705777168274,11,35,,,,
,,11,35,0.6636051535606384,0.7066666483879089,,
0.961978018283844,0.6764705777168274,12,38,,,,
,,12,38,0.609233558177948,0.7266666889190674,,
0.9523019194602966,0.6764705777168274,13,41,,,,
,,13,41,0.5884026885032654,0.7266666889190674,,
0.9700064659118652,0.6764705777168274,14,44,,,,
,,14,44,0.5552294850349426,0.7266666889190674,,
1.0093047618865967,0.6764705777168274,15,47,,,,
,,15,47,0.5253166556358337,0.7333333492279053,,
,,16,49,,,0.44370415806770325,0.8199999928474426
1.0403484106063843,0.6764705777168274,16,50,,,,
,,16,50,0.4805372655391693,0.753333330154419,,
1.076676845550537,0.6764705777168274,17,53,,,,
,,17,53,0.46782419085502625,0.7733333110809326,,
1.042293906211853,0.7058823704719543,18,56,,,,
,,18,56,0.44465017318725586,0.7933333516120911,,
1.0726425647735596,0.720588207244873,19,59,,,,
,,19,59,0.40547677874565125,0.8066666722297668,,
