val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.041441559791565,0.6617646813392639,0,4,,,,
,,0,4,1.0536003112792969,0.5666666626930237,,
0.9697179198265076,0.6764705777168274,1,9,,,,
,,1,9,0.9943099021911621,0.7200000286102295,,
0.9013934135437012,0.6764705777168274,2,14,,,,
,,2,14,0.8849813938140869,0.7200000286102295,,
0.937711238861084,0.6764705777168274,3,19,,,,
,,3,19,0.7688751220703125,0.7133333086967468,,
1.0248744487762451,0.6764705777168274,4,24,,,,
,,4,24,0.7213450074195862,0.7066666483879089,,
1.037898063659668,0.6764705777168274,5,29,,,,
,,5,29,0.670549750328064,0.7333333492279053,,
1.029386043548584,0.6764705777168274,6,34,,,,
,,6,34,0.640859842300415,0.7200000286102295,,
1.007651686668396,0.6764705777168274,7,39,,,,
,,7,39,0.5874868035316467,0.7266666889190674,,
1.047788143157959,0.6764705777168274,8,44,,,,
,,8,44,0.5456312298774719,0.7333333492279053,,
,,9,49,,,0.6485829949378967,0.6666666865348816
1.0679351091384888,0.6764705777168274,9,49,,,,
,,9,49,0.4926532506942749,0.7733333110809326,,
1.0566067695617676,0.7352941036224365,10,54,,,,
,,10,54,0.42357340455055237,0.800000011920929,,
1.1860944032669067,0.7352941036224365,11,59,,,,
,,11,59,0.3420821726322174,0.8533333539962769,,
1.2451200485229492,0.75,12,64,,,,
,,12,64,0.3060697019100189,0.8666666746139526,,
1.352752685546875,0.720588207244873,13,69,,,,
,,13,69,0.2540755867958069,0.8866666555404663,,
1.5567988157272339,0.75,14,74,,,,
,,14,74,0.20882178843021393,0.8933333158493042,,
1.7874176502227783,0.75,15,79,,,,
,,15,79,0.17763029038906097,0.9133333563804626,,
1.9752665758132935,0.75,16,84,,,,
,,16,84,0.15234829485416412,0.9200000166893005,,
2.203423261642456,0.7352941036224365,17,89,,,,
,,17,89,0.1211061105132103,0.95333331823349,,
2.3613009452819824,0.7352941036224365,18,94,,,,
,,18,94,0.08857975155115128,0.9733333587646484,,
,,19,99,,,0.07362867891788483,1.0
2.541565418243408,0.7352941036224365,19,99,,,,
,,19,99,0.08478563278913498,0.9866666793823242,,
