val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step
1.1019231081008911,0.2647058963775635,0,4,,,,
,,0,4,1.1001278162002563,0.2133333384990692,,
1.086068034172058,0.3529411852359772,1,9,,,,
,,1,9,1.079153060913086,0.3400000035762787,,
1.058870553970337,0.529411792755127,2,14,,,,
,,2,14,1.0506377220153809,0.5,,
1.020169734954834,0.6617646813392639,3,19,,,,
,,3,19,1.012563705444336,0.6600000262260437,,
0.9753289818763733,0.6764705777168274,4,24,,,,
,,4,24,0.9478785395622253,0.7200000286102295,,
0.9491961002349854,0.6764705777168274,5,29,,,,
,,5,29,0.8657766580581665,0.7133333086967468,,
0.9708279967308044,0.6764705777168274,6,34,,,,
,,6,34,0.7781978249549866,0.7133333086967468,,
1.0407390594482422,0.6764705777168274,7,39,,,,
,,7,39,0.7196478843688965,0.7266666889190674,,
1.0835487842559814,0.6764705777168274,8,44,,,,
,,8,44,0.7130584716796875,0.7266666889190674,,
,,9,49,,,0.682197630405426,0.699999988079071
1.0690988302230835,0.6764705777168274,9,49,,,,
,,9,49,0.6896104216575623,0.7133333086967468,,
1.0530601739883423,0.6764705777168274,10,54,,,,
,,10,54,0.6447775363922119,0.7266666889190674,,
1.036191701889038,0.6764705777168274,11,59,,,,
,,11,59,0.6220654249191284,0.7133333086967468,,
1.0317518711090088,0.6764705777168274,12,64,,,,
,,12,64,0.6158930659294128,0.7133333086967468,,
1.0729111433029175,0.6764705777168274,13,69,,,,
,,13,69,0.5836915969848633,0.7266666889190674,,
1.0974149703979492,0.6764705777168274,14,74,,,,
,,14,74,0.5535674095153809,0.7266666889190674,,
1.062560796737671,0.6764705777168274,15,79,,,,
,,15,79,0.5292381048202515,0.7400000095367432,,
1.0950632095336914,0.6764705777168274,16,84,,,,
,,16,84,0.4784729480743408,0.7799999713897705,,
1.132749080657959,0.6764705777168274,17,89,,,,
,,17,89,0.447135865688324,0.7933333516120911,,
1.1396851539611816,0.6764705777168274,18,94,,,,
,,18,94,0.4177175760269165,0.8066666722297668,,
,,19,99,,,0.376522958278656,0.8666666746139526
1.1778594255447388,0.75,19,99,,,,
,,19,99,0.3646400570869446,0.8666666746139526,,
